108.797806 -9.714439 215.732133 0.936573 2.439125 0.180803	108.797806 -9.714439 215.732133 0.936573 2.439125 0.180803
110.372413 -10.6768 217.671159 0.865165 2.648249 0.324916	110.372413 -10.6768 217.671159 0.865165 2.648249 0.324916
112.756101 -12.788797 219.20019 0.812176 2.701874 0.371233	112.756101 -12.788797 219.20019 0.812176 2.701874 0.371233
114.255188 -13.212201 221.093324 0.79484 2.720509 0.338178	114.255188 -13.212201 221.093324 0.79484 2.720509 0.338178
113.595345 -13.540896 221.54835 0.835743 2.604369 0.255048	113.595345 -13.540896 221.54835 0.835743 2.604369 0.255048
111.021932 -11.12726 220.011716 0.90553 2.486846 0.204036	111.021932 -11.12726 220.011716 0.90553 2.486846 0.204036
110.627753 -11.180274 221.561415 1.013431 2.490334 0.233647	110.627753 -11.180274 221.561415 1.013431 2.490334 0.233647
112.400672 -11.571343 222.068559 1.091837 2.467163 0.22507	112.400672 -11.571343 222.068559 1.091837 2.467163 0.22507
110.171616 -9.447522 219.095913 1.124902 2.408492 0.271369	110.171616 -9.447522 219.095913 1.124902 2.408492 0.271369
113.134101 -11.098189 219.318135 1.213145 2.526356 0.321587	113.134101 -11.098189 219.318135 1.213145 2.526356 0.321587
111.68836 -10.249173 218.693631 1.255476 2.387788 0.23511	111.68836 -10.249173 218.693631 1.255476 2.387788 0.23511
113.814754 -10.501647 224.631854 1.318732 2.417369 0.243128	113.814754 -10.501647 224.631854 1.318732 2.417369 0.243128
111.910715 -10.107146 223.96323 1.329669 2.266393 0.244834	111.910715 -10.107146 223.96323 1.329669 2.266393 0.244834
110.648855 -9.981478 221.009198 1.308826 2.155455 0.232678	110.648855 -9.981478 221.009198 1.308826 2.155455 0.232678
111.482591 -10.330978 220.706209 1.31524 2.170052 0.228165	111.482591 -10.330978 220.706209 1.31524 2.170052 0.228165
109.837368 -10.295991 219.13003 1.234249 2.068236 0.206598	109.837368 -10.295991 219.13003 1.234249 2.068236 0.206598
109.109586 -9.961719 218.373262 1.198938 2.133263 0.222281	109.109586 -9.961719 218.373262 1.198938 2.133263 0.222281
110.540381 -10.897898 220.323943 1.171544 2.24849 0.219792	110.540381 -10.897898 220.323943 1.171544 2.24849 0.219792
107.832371 -10.229082 217.989828 1.116484 2.251485 0.239734	107.832371 -10.229082 217.989828 1.116484 2.251485 0.239734
108.700005 -10.298096 217.882371 1.074327 2.322184 0.2517	108.700005 -10.298096 217.882371 1.074327 2.322184 0.2517
109.939549 -9.837363 220.214885 1.015223 2.341346 0.267719	109.939549 -9.837363 220.214885 1.015223 2.341346 0.267719
108.48701 -10.845679 215.729498 0.925688 2.221067 0.275454	108.48701 -10.845679 215.729498 0.925688 2.221067 0.275454
109.456202 -11.272307 216.989645 0.897823 2.228343 0.282739	109.456202 -11.272307 216.989645 0.897823 2.228343 0.282739
108.085926 -11.10777 217.37102 0.863969 2.170999 0.285934	108.085926 -11.10777 217.37102 0.863969 2.170999 0.285934
105.988345 -10.082579 215.307763 0.821259 2.121645 0.273304	105.988345 -10.082579 215.307763 0.821259 2.121645 0.273304
106.903883 -10.345187 216.285559 0.830129 2.387748 0.285426	106.903883 -10.345187 216.285559 0.830129 2.387748 0.285426
107.915698 -10.603225 216.021563 0.8349 2.475842 0.309682	107.915698 -10.603225 216.021563 0.8349 2.475842 0.309682
110.693719 -11.052307 222.965426 0.875262 2.693149 0.302574	110.693719 -11.052307 222.965426 0.875262 2.693149 0.302574
109.173049 -11.414552 220.617047 0.90374 2.629113 0.255292	109.173049 -11.414552 220.617047 0.90374 2.629113 0.255292
111.742282 -12.362415 222.404256 1.003236 2.644966 0.272847	111.742282 -12.362415 222.404256 1.003236 2.644966 0.272847
110.065754 -11.325699 222.846385 1.039065 2.683097 0.199165	110.065754 -11.325699 222.846385 1.039065 2.683097 0.199165
110.668336 -11.414603 224.610734 1.11827 2.840284 0.188172	110.668336 -11.414603 224.610734 1.11827 2.840284 0.188172
111.705953 -10.873813 226.549065 1.271406 2.861616 0.11771	111.705953 -10.873813 226.549065 1.271406 2.861616 0.11771
111.311022 -10.389276 225.072363 1.533939 2.856278 0.002672	111.311022 -10.389276 225.072363 1.533939 2.856278 0.002672
112.445279 -9.751292 224.638163 1.611619 2.937209 -0.009486	112.445279 -9.751292 224.638163 1.611619 2.937209 -0.009486
112.215531 -9.148125 224.330525 1.44927 2.97481 0.06378	112.215531 -9.148125 224.330525 1.44927 2.97481 0.06378
111.931935 -8.879184 223.551638 1.334096 3.016522 0.088831	111.931935 -8.879184 223.551638 1.334096 3.016522 0.088831
112.320079 -7.97187 227.2074 1.430551 3.057899 0.106884	112.320079 -7.97187 227.2074 1.430551 3.057899 0.106884
110.258791 -11.292134 219.708162 1.521 2.833858 0.048269	110.258791 -11.292134 219.708162 1.521 2.833858 0.048269
109.604989 -7.938033 223.392706 1.559559 2.960309 -0.033843	109.604989 -7.938033 223.392706 1.559559 2.960309 -0.033843
112.287576 -10.395718 223.389721 1.858376 2.956144 -0.110449	112.287576 -10.395718 223.389721 1.858376 2.956144 -0.110449
112.292878 -10.031174 221.845346 1.808405 2.995711 -0.278207	112.292878 -10.031174 221.845346 1.808405 2.995711 -0.278207
110.694454 -5.223267 225.505157 1.820837 3.068549 -0.230459	110.694454 -5.223267 225.505157 1.820837 3.068549 -0.230459
112.092248 -4.399134 229.55309 1.912493 3.086424 -0.256506	112.092248 -4.399134 229.55309 1.912493 3.086424 -0.256506
109.13425 -6.412171 225.575994 2.099084 2.928019 -0.194467	109.13425 -6.412171 225.575994 2.099084 2.928019 -0.194467
111.497145 -5.886107 226.175928 2.128202 2.984643 -0.062134	111.497145 -5.886107 226.175928 2.128202 2.984643 -0.062134
114.243033 -6.682818 228.946965 2.144442 3.089382 -0.048614	114.243033 -6.682818 228.946965 2.144442 3.089382 -0.048614
114.85976 -6.69074 225.743149 2.352276 3.246268 -0.105782	114.85976 -6.69074 225.743149 2.352276 3.246268 -0.105782
116.366853 -7.988678 228.225144 2.199419 3.280457 -0.073527	116.366853 -7.988678 228.225144 2.199419 3.280457 -0.073527
113.267874 -6.961963 225.548701 2.187745 3.088588 -0.012392	113.267874 -6.961963 225.548701 2.187745 3.088588 -0.012392
111.270752 -7.538681 221.069413 2.1904 2.898502 -0.058691	111.270752 -7.538681 221.069413 2.1904 2.898502 -0.058691
110.725504 -9.400852 217.174265 2.112051 2.866012 -0.057078	110.725504 -9.400852 217.174265 2.112051 2.866012 -0.057078
113.587982 -5.960441 229.240317 2.303656 3.02864 -0.146963	113.587982 -5.960441 229.240317 2.303656 3.02864 -0.146963
109.357188 -9.394441 215.778823 2.272902 2.672387 -0.139583	109.357188 -9.394441 215.778823 2.272902 2.672387 -0.139583
110.443896 -6.789009 219.782336 2.173256 2.862865 -0.089209	110.443896 -6.789009 219.782336 2.173256 2.862865 -0.089209
109.041517 -6.975234 216.779764 1.890084 2.665366 -0.050463	109.041517 -6.975234 216.779764 1.890084 2.665366 -0.050463
111.207857 -8.425672 216.219169 1.78294 2.724154 -0.114963	111.207857 -8.425672 216.219169 1.78294 2.724154 -0.114963
107.845611 -6.782498 215.887246 1.755533 2.529992 -0.114643	107.845611 -6.782498 215.887246 1.755533 2.529992 -0.114643
106.554726 -7.766544 208.560382 1.828008 2.308722 -0.091663	106.554726 -7.766544 208.560382 1.828008 2.308722 -0.091663
105.100912 -1.923165 217.745386 2.056335 2.455967 -0.079491	105.100912 -1.923165 217.745386 2.056335 2.455967 -0.079491
105.194789 -8.595091 208.308252 2.012759 2.074409 -0.207441	105.194789 -8.595091 208.308252 2.012759 2.074409 -0.207441
103.806284 -4.847899 202.918331 1.80402 2.038158 -0.252304	103.806284 -4.847899 202.918331 1.80402 2.038158 -0.252304
103.697007 -2.943022 209.281569 1.712317 1.997372 -0.191288	103.697007 -2.943022 209.281569 1.712317 1.997372 -0.191288
102.371857 -4.337165 206.719058 1.669047 1.843844 -0.122858	102.371857 -4.337165 206.719058 1.669047 1.843844 -0.122858
103.3612 -6.836828 204.413889 1.734507 1.768558 -0.132192	103.3612 -6.836828 204.413889 1.734507 1.768558 -0.132192
103.475373 -4.052062 210.425936 1.841927 1.819499 -0.161388	103.475373 -4.052062 210.425936 1.841927 1.819499 -0.161388
102.475189 -3.944956 205.211105 1.895579 1.629118 -0.235906	102.475189 -3.944956 205.211105 1.895579 1.629118 -0.235906
98.363432 -1.235885 201.104353 1.707104 1.478775 -0.202745	98.363432 -1.235885 201.104353 1.707104 1.478775 -0.202745
100.214758 -0.640714 203.988707 1.597656 1.587089 -0.14871	100.214758 -0.640714 203.988707 1.597656 1.587089 -0.14871
98.258621 -0.090167 201.899726 1.530351 1.605484 -0.120292	98.258621 -0.090167 201.899726 1.530351 1.605484 -0.120292
102.87111 -2.523199 212.977794 1.551516 1.672208 -0.086708	102.87111 -2.523199 212.977794 1.551516 1.672208 -0.086708
96.714527 -2.955293 202.841215 1.306662 1.366581 -0.067529	99.637218 -6.468873 202.462881 1.255249 1.237083 -0.018449
92.266062 0.385299 196.638361 1.135945 1.169358 0.013289	92.266062 0.385299 196.638361 1.135945 1.169358 0.013289
93.505137 1.185718 200.62542 1.012097 1.078563 -0.003562	93.505137 1.185718 200.62542 1.012097 1.078563 -0.003562
90.852824 1.88667 194.561376 1.04836 0.904286 -0.040338	90.852824 1.88667 194.561376 1.04836 0.904286 -0.040338
90.120127 -0.436449 189.002887 1.089545 0.772753 -0.097625	90.120127 -0.436449 189.002887 1.089545 0.772753 -0.097625
88.787064 2.587844 195.866025 1.097369 0.842129 -0.058332	88.787064 2.587844 195.866025 1.097369 0.842129 -0.058332
90.851685 -0.869595 194.21702 1.063146 0.788372 0.014146	90.851685 -0.869595 194.21702 1.063146 0.788372 0.014146
90.473251 -0.448269 195.528889 0.816047 0.973376 0.003567	90.473251 -0.448269 195.528889 0.816047 0.973376 0.003567
86.608229 1.957141 191.70052 0.62062 0.708244 -0.005763	86.608229 1.957141 191.70052 0.62062 0.708244 -0.005763
78.825925 4.164317 179.428338 0.285735 0.493401 -0.052576	78.825925 4.164317 179.428338 0.285735 0.493401 -0.052576
84.731877 -2.111267 188.688039 0.159789 0.761436 -0.069932	84.731877 -2.111267 188.688039 0.159789 0.761436 -0.069932
81.201507 -2.951374 184.799058 0.133417 0.549443 -0.073949	81.201507 -2.951374 184.799058 0.133417 0.549443 -0.073949
81.630327 -5.016551 181.452936 0.078528 0.657554 -0.060401	81.630327 -5.016551 181.452936 0.078528 0.657554 -0.060401
86.382467 -5.686136 186.594478 0.14741 0.72275 0.055771	86.382467 -5.686136 186.594478 0.14741 0.72275 0.055771
82.765539 -1.745488 187.797571 0.121567 0.583869 -0.032646	76.005126 6.838543 184.571297 -0.003544 0.500209 -0.063447
75.374557 6.884917 185.229858 0.025314 0.468521 -0.084403	75.374557 6.884917 185.229858 0.025314 0.468521 -0.084403
76.61934 4.373915 184.150252 0.042393 0.478429 -0.142296	76.61934 4.373915 184.150252 0.042393 0.478429 -0.142296
76.080531 1.286222 181.773603 0.104534 0.362214 -0.20081	76.080531 1.286222 181.773603 0.104534 0.362214 -0.20081
80.108558 -3.623655 181.112523 0.139696 0.425486 -0.231541	80.108558 -3.623655 181.112523 0.139696 0.425486 -0.231541
84.301084 -5.264805 184.232516 0.193695 0.471291 -0.102145	84.301084 -5.264805 184.232516 0.193695 0.471291 -0.102145
73.299571 4.668391 177.430026 0.080597 0.156011 -0.112703	73.299571 4.668391 177.430026 0.080597 0.156011 -0.112703
72.733977 7.599515 181.211482 0.043168 0.169499 -0.189528	72.733977 7.599515 181.211482 0.043168 0.169499 -0.189528
75.43983 -6.225808 169.964793 0.234249 -0.115809 -0.188554	75.43983 -6.225808 169.964793 0.234249 -0.115809 -0.188554
69.495205 8.057655 165.295115 0.007681 -0.100164 -0.119995	69.495205 8.057655 165.295115 0.007681 -0.100164 -0.119995
74.228633 -1.663723 167.402005 0.278272 -0.344201 -0.189684	74.228633 -1.663723 167.402005 0.278272 -0.344201 -0.189684
62.481214 9.993287 164.140054 0.22476 -0.799426 -0.472911	62.481214 9.993287 164.140054 0.22476 -0.799426 -0.472911
63.874653 11.596794 159.830966 0.204147 -0.823147 -0.414529	63.874653 11.596794 159.830966 0.204147 -0.823147 -0.414529
56.264348 10.684942 152.3848 0.245356 -1.16843 -0.509053	56.264348 10.684942 152.3848 0.245356 -1.16843 -0.509053
54.766889 10.418222 150.723307 0.446334 -1.572046 -0.490417	54.766889 10.418222 150.723307 0.446334 -1.572046 -0.490417
55.598277 11.225939 145.953867 0.413182 -1.55539 -0.420173	55.598277 11.225939 145.953867 0.413182 -1.55539 -0.420173
54.599308 12.565198 149.524923 0.385333 -1.545667 -0.475658	54.599308 12.565198 149.524923 0.385333 -1.545667 -0.475658
55.932159 12.987003 152.559002 0.424563 -1.546256 -0.450675	55.932159 12.987003 152.559002 0.424563 -1.546256 -0.450675
51.36426 12.180306 146.652742 0.550336 -1.889723 -0.462874	51.36426 12.180306 146.652742 0.550336 -1.889723 -0.462874
52.728201 12.477427 149.646452 0.405844 -1.630059 -0.416964	52.728201 12.477427 149.646452 0.405844 -1.630059 -0.416964
54.272936 13.117535 153.849976 0.539425 -1.776476 -0.383505	54.272936 13.117535 153.849976 0.539425 -1.776476 -0.383505
49.270156 10.221914 137.781535 0.510409 -2.033353 -0.357509	49.270156 10.221914 137.781535 0.510409 -2.033353 -0.357509
51.85622 12.303186 144.519404 0.428642 -1.710357 -0.351621	51.85622 12.303186 144.519404 0.428642 -1.710357 -0.351621
54.745063 13.996684 153.923226 0.558485 -1.755017 -0.362261	54.745063 13.996684 153.923226 0.558485 -1.755017 -0.362261
48.398138 11.114772 137.769202 0.557714 -2.107231 -0.343127	48.398138 11.114772 137.769202 0.557714 -2.107231 -0.343127
53.722859 12.875112 150.761569 0.658016 -1.988629 -0.275422	53.722859 12.875112 150.761569 0.658016 -1.988629 -0.275422
