2.046247e-03,	6.893397e-02,	3.848527e-04,	1.023124e-03,	3.446698e-02,	1.924264e-04,	1.097809e+01,	3.804143e-02,	-2.569825e+00,	
2.046247e-03,	6.893397e-02,	3.848527e-04,	1.023124e-03,	3.446698e-02,	1.924264e-04,	-5.489046e+00,	-1.902071e-02,	1.284912e+00,	
1.924535e-03,	6.893818e-02,	4.198044e-04,	9.622676e-04,	3.446909e-02,	2.099022e-04,	5.296070e+00,	-7.883373e-02,	-1.374752e+00,	
2.405212e-03,	6.901635e-02,	4.558028e-04,	1.202606e-03,	3.450817e-02,	2.279014e-04,	-4.490790e+00,	-1.570623e+00,	-1.994231e+00,	
2.274288e-03,	6.901590e-02,	4.864437e-04,	1.137144e-03,	3.450795e-02,	2.432219e-04,	-9.979898e+00,	-1.589651e+00,	-7.095825e-01,	
2.307158e-03,	6.901590e-02,	4.866494e-04,	1.153579e-03,	3.450795e-02,	2.433247e-04,	-1.273613e+01,	-1.589954e+00,	-7.268323e-01,	
2.545194e-03,	6.905381e-02,	5.035741e-04,	1.272597e-03,	3.452691e-02,	2.517870e-04,	-2.756228e+00,	-3.028169e-04,	-1.724978e-02,	
2.274288e-03,	6.901590e-02,	4.864437e-04,	1.137144e-03,	3.450795e-02,	2.432219e-04,	1.995980e+01,	3.179302e+00,	1.419165e+00,	
2.414271e-03,	6.905335e-02,	5.341669e-04,	1.207136e-03,	3.452667e-02,	2.670834e-04,	-4.110957e+00,	-1.943449e-02,	1.291258e+00,	
2.185298e-03,	6.901954e-02,	5.958661e-04,	1.092649e-03,	3.450977e-02,	2.979330e-04,	-1.378341e+00,	2.756652e+00,	-2.809645e-02,	
2.119554e-03,	6.905241e-02,	5.952980e-04,	1.059777e-03,	3.452620e-02,	2.976490e-04,	0.000000e+00,	0.000000e+00,	0.000000e+00,	
2.119558e-03,	6.901953e-02,	5.955555e-04,	1.059779e-03,	3.450976e-02,	2.977777e-04,	1.544398e-04,	-1.378417e+00,	1.079290e-02,	
1.881572e-03,	6.894875e-02,	5.790867e-04,	9.407861e-04,	3.447437e-02,	2.895433e-04,	-9.978100e+00,	-2.107648e-01,	-7.120567e-01,	
1.881569e-03,	6.898163e-02,	5.788292e-04,	9.407843e-04,	3.449081e-02,	2.894146e-04,	-9.978254e+00,	1.167652e+00,	-7.228496e-01,	
2.019039e-03,	6.903348e-02,	6.034197e-04,	1.009520e-03,	3.451674e-02,	3.017099e-04,	2.571964e+01,	3.973911e+00,	2.444302e+00,	
2.693507e-03,	6.905851e-02,	6.171227e-04,	1.346754e-03,	3.452926e-02,	3.085613e-04,	-9.701282e+00,	-2.190123e+00,	1.616823e+00,	
2.720096e-03,	6.902534e-02,	6.527238e-04,	1.360048e-03,	3.451267e-02,	3.263619e-04,	-9.880126e-01,	-3.156869e+00,	-4.985605e-01,	
3.005214e-03,	6.905905e-02,	6.376981e-04,	1.502607e-03,	3.452952e-02,	3.188491e-04,	-4.285341e+00,	-2.836618e+00,	1.207208e+00,	
3.355472e-03,	6.910183e-02,	6.327746e-04,	1.677736e-03,	3.455092e-02,	3.163873e-04,	9.950279e+00,	-1.176117e+00,	7.735175e-01,	
3.324057e-03,	6.913479e-02,	6.330739e-04,	1.662029e-03,	3.456740e-02,	3.165370e-04,	1.273691e+01,	2.165726e-01,	7.993968e-01,	
3.052877e-03,	6.909644e-02,	6.144748e-04,	1.526438e-03,	3.454822e-02,	3.072374e-04,	1.367393e+00,	-1.391455e+00,	1.961095e-02,	
3.289501e-03,	6.913295e-02,	6.323394e-04,	1.644751e-03,	3.456648e-02,	3.161697e-04,	-1.858044e+01,	-4.560554e+00,	-1.507839e+00,	
3.287825e-03,	6.909856e-02,	6.320735e-04,	1.643913e-03,	3.454928e-02,	3.160367e-04,	-1.856208e+01,	-1.787455e+00,	-1.523179e+00,	
3.015177e-03,	6.905903e-02,	6.130088e-04,	1.507589e-03,	3.452952e-02,	3.065044e-04,	-2.840239e-03,	1.376006e+00,	-1.151059e-02,	
3.249891e-03,	6.915980e-02,	6.297312e-04,	1.624945e-03,	3.457990e-02,	3.148656e-04,	-1.995896e+01,	-3.183108e+00,	-1.531793e+00,	
3.247299e-03,	6.909173e-02,	6.294305e-04,	1.623650e-03,	3.454586e-02,	3.147152e-04,	9.947558e+00,	2.941572e+00,	7.455251e-01,	
3.210512e-03,	6.905534e-02,	6.282274e-04,	1.605256e-03,	3.452767e-02,	3.141137e-04,	8.596591e+00,	1.586961e+00,	7.550872e-01,	
3.139247e-03,	6.908325e-02,	6.257685e-04,	1.569623e-03,	3.454163e-02,	3.128842e-04,	-1.995894e+01,	-5.940407e+00,	-1.509881e+00,	
3.133933e-03,	6.907848e-02,	6.241194e-04,	1.566967e-03,	3.453924e-02,	3.120597e-04,	-1.990785e+01,	-5.894510e+00,	-1.495706e+00,	
2.891062e-03,	6.906903e-02,	6.040630e-04,	1.445531e-03,	3.453452e-02,	3.020315e-04,	-3.611967e-03,	-1.381906e+00,	9.433984e-03,	
2.882926e-03,	6.902881e-02,	6.017569e-04,	1.441463e-03,	3.451440e-02,	3.008784e-04,	-4.106153e-03,	1.374785e+00,	-1.184095e-02,	
3.111644e-03,	6.905834e-02,	6.171948e-04,	1.555822e-03,	3.452917e-02,	3.085974e-04,	9.973879e+00,	-1.170444e+00,	7.891956e-01,	
3.342868e-03,	6.912302e-02,	6.331966e-04,	1.671434e-03,	3.456151e-02,	3.165983e-04,	1.988040e+01,	1.733860e+00,	1.526749e+00,	
