0.000000e+00,	2.000000e-02,	0.000000e+00,	4.440000e-01,	0.000000e+00,	0.000000e+00,	0.000000e+00,	0.000000e+00,	7.110000e-02,	0.000000e+00,	0.000000e+00,	0.000000e+00,	0.000000e+00,	0.000000e+00,	-7.110000e-02,	0.000000e+00,	0.000000e+00,	0.000000e+00,	0.000000e+00,	0.000000e+00,	0.000000e+00,	0.000000e+00,	
0.000000e+00,	2.000000e-02,	0.000000e+00,	4.440000e-01,	0.000000e+00,	0.000000e+00,	0.000000e+00,	0.000000e+00,	7.110000e-02,	0.000000e+00,	0.000000e+00,	0.000000e+00,	0.000000e+00,	0.000000e+00,	-7.110000e-02,	0.000000e+00,	0.000000e+00,	0.000000e+00,	0.000000e+00,	0.000000e+00,	0.000000e+00,	0.000000e+00,	
2.000000e-02,	1.892180e-02,	1.171931e-05,	4.442392e-01,	0.000000e+00,	0.000000e+00,	-1.474009e-10,	5.427183e-04,	7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	-4.015467e-04,	5.427183e-04,	-7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	4.015464e-04,	1.897012e-02,	2.047116e-05,	0.000000e+00,	
3.000000e-02,	1.892168e-02,	1.169683e-05,	4.442392e-01,	0.000000e+00,	0.000000e+00,	-1.474009e-10,	5.427183e-04,	7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	-4.015467e-04,	5.427183e-04,	-7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	4.015464e-04,	1.901651e-02,	2.901792e-05,	0.000000e+00,	
4.000000e-02,	1.892135e-02,	1.163621e-05,	4.442392e-01,	0.000000e+00,	0.000000e+00,	-1.474009e-10,	5.427183e-04,	7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	-4.015467e-04,	5.427183e-04,	-7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	4.015464e-04,	1.906116e-02,	3.724638e-05,	0.000000e+00,	
6.000000e-02,	1.891966e-02,	1.132784e-05,	4.442392e-01,	0.000000e+00,	0.000000e+00,	-1.474009e-10,	5.427183e-04,	7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	-4.015467e-04,	5.427183e-04,	-7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	4.015464e-04,	1.914418e-02,	5.274499e-05,	0.000000e+00,	
7.000000e-02,	1.891812e-02,	1.104517e-05,	4.442392e-01,	0.000000e+00,	0.000000e+00,	-1.474009e-10,	5.427183e-04,	7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	-4.015467e-04,	5.427183e-04,	-7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	4.015464e-04,	1.918145e-02,	6.004390e-05,	0.000000e+00,	
1.000000e-01,	1.890970e-02,	9.484820e-06,	4.442392e-01,	0.000000e+00,	0.000000e+00,	-1.474009e-10,	5.427183e-04,	7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	-4.015467e-04,	5.427183e-04,	-7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	4.015464e-04,	1.927387e-02,	7.885528e-05,	0.000000e+00,	
1.100000e-01,	1.890537e-02,	8.676870e-06,	4.442392e-01,	0.000000e+00,	0.000000e+00,	-1.474009e-10,	5.427183e-04,	7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	-4.015467e-04,	5.427183e-04,	-7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	4.015464e-04,	1.930298e-02,	8.462437e-05,	0.000000e+00,	
1.200000e-01,	1.890016e-02,	7.701314e-06,	4.442392e-01,	0.000000e+00,	0.000000e+00,	-1.474009e-10,	5.427183e-04,	7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	-4.015467e-04,	5.427183e-04,	-7.119822e-02,	0.000000e+00,	-2.713387e-06,	0.000000e+00,	4.015464e-04,	1.932987e-02,	8.993428e-05,	0.000000e+00,	
