0.000000e+00,	3.466090e-02,	5.163943e-03,	5.798978e-01,	-8.914362e-02,	4.158351e-01,	1.713113e-01,	8.249643e-01,	-2.688502e-02,	-1.587839e-01,	-7.092769e-01,	-3.064432e-01,	-1.833383e-02,	7.609515e-01,	2.541269e-02,	1.571058e-01,	-6.878033e-01,	-3.483960e-01,	9.094731e-03,	-4.243323e-01,	-1.913317e-02,	1.566146e-01,	
0.000000e+00,	3.464688e-02,	5.169391e-03,	5.799057e-01,	-8.913930e-02,	4.157871e-01,	1.713073e-01,	8.249020e-01,	-2.689144e-02,	-1.587803e-01,	-7.092044e-01,	-3.063830e-01,	-1.831963e-02,	7.608872e-01,	2.541888e-02,	1.571029e-01,	-6.877249e-01,	-3.483320e-01,	9.080700e-03,	-4.242844e-01,	-1.913798e-02,	1.566144e-01,	
1.000000e-02,	3.410661e-02,	5.171027e-03,	5.800268e-01,	-8.898490e-02,	4.141463e-01,	1.711630e-01,	8.243825e-01,	-2.683082e-02,	-1.588370e-01,	-7.082831e-01,	-3.043387e-01,	-1.841231e-02,	7.604037e-01,	2.558409e-02,	1.570576e-01,	-6.869477e-01,	-3.463604e-01,	8.932754e-03,	-4.226431e-01,	-1.929954e-02,	1.565970e-01,	
2.000000e-02,	3.356633e-02,	5.172664e-03,	5.801480e-01,	-8.883050e-02,	4.125055e-01,	1.710188e-01,	8.238629e-01,	-2.677020e-02,	-1.588937e-01,	-7.073619e-01,	-3.022944e-01,	-1.850499e-02,	7.599202e-01,	2.574931e-02,	1.570124e-01,	-6.861704e-01,	-3.443888e-01,	8.784808e-03,	-4.210019e-01,	-1.946109e-02,	1.565796e-01,	
3.000000e-02,	3.303691e-02,	5.173005e-03,	5.802396e-01,	-8.871133e-02,	4.113872e-01,	1.709217e-01,	8.233827e-01,	-2.680051e-02,	-1.588951e-01,	-7.066180e-01,	-3.008984e-01,	-1.848346e-02,	7.594869e-01,	2.578440e-02,	1.570087e-01,	-6.855190e-01,	-3.430381e-01,	8.763640e-03,	-4.198811e-01,	-1.955670e-02,	1.565682e-01,	
4.000000e-02,	3.286546e-02,	5.172189e-03,	5.802743e-01,	-8.866535e-02,	4.110072e-01,	1.708879e-01,	8.231778e-01,	-2.680812e-02,	-1.588942e-01,	-7.063216e-01,	-3.004219e-01,	-1.847675e-02,	7.592998e-01,	2.579398e-02,	1.570062e-01,	-6.852562e-01,	-3.425773e-01,	8.757233e-03,	-4.194994e-01,	-1.958406e-02,	1.565635e-01,	
5.000000e-02,	3.280997e-02,	5.171306e-03,	5.802874e-01,	-8.864743e-02,	4.108777e-01,	1.708760e-01,	8.230931e-01,	-2.680943e-02,	-1.588935e-01,	-7.062047e-01,	-3.002584e-01,	-1.847527e-02,	7.592221e-01,	2.579611e-02,	1.570051e-01,	-6.851521e-01,	-3.424196e-01,	8.755920e-03,	-4.193689e-01,	-1.959131e-02,	1.565616e-01,	
6.000000e-02,	3.279138e-02,	5.170581e-03,	5.802923e-01,	-8.864027e-02,	4.108323e-01,	1.708718e-01,	8.230593e-01,	-2.680922e-02,	-1.588932e-01,	-7.061592e-01,	-3.002008e-01,	-1.847552e-02,	7.591912e-01,	2.579627e-02,	1.570046e-01,	-6.851119e-01,	-3.423644e-01,	8.756243e-03,	-4.193230e-01,	-1.959303e-02,	1.565608e-01,	
7.000000e-02,	3.278400e-02,	5.169948e-03,	5.802942e-01,	-8.863719e-02,	4.108146e-01,	1.708700e-01,	8.230467e-01,	-2.680873e-02,	-1.588933e-01,	-7.061419e-01,	-3.001782e-01,	-1.847639e-02,	7.591800e-01,	2.579597e-02,	1.570045e-01,	-6.850974e-01,	-3.423431e-01,	8.757151e-03,	-4.193051e-01,	-1.959344e-02,	1.565605e-01,	
8.000000e-02,	3.277952e-02,	5.169300e-03,	5.802949e-01,	-8.863559e-02,	4.108053e-01,	1.708691e-01,	8.230430e-01,	-2.680820e-02,	-1.588935e-01,	-7.061357e-01,	-3.001665e-01,	-1.847765e-02,	7.591773e-01,	2.579556e-02,	1.570047e-01,	-6.850932e-01,	-3.423323e-01,	8.758405e-03,	-4.192958e-01,	-1.959367e-02,	1.565603e-01,	
