-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12012,-0.18591,0.055,0,0,20
-0.12089,-0.18581,0.055,0,0,19.462
-0.12166,-0.1857,0.055,0,0,18.923
-0.12244,-0.18559,0.055,0,0,18.385
-0.12321,-0.18548,0.055,0,0,17.846
-0.12408,-0.18535,0.055069,0,0,17.308
-0.12682,-0.18493,0.056526,0,0,16.769
-0.12956,-0.18451,0.057983,0,0,16.231
-0.13231,-0.18409,0.05944,0,0,15.692
-0.13505,-0.18367,0.060897,0,0,15.154
-0.13788,-0.18328,0.062264,0,0,14.615
-0.1416,-0.18318,0.062772,0,0,14.077
-0.14531,-0.18308,0.06328,0,0,13.538
-0.14903,-0.18298,0.063788,0,0,13
-0.15274,-0.18288,0.064296,0,0,12.461
-0.15663,-0.18283,0.064799,0,0,11.923
-0.16151,-0.18306,0.065271,0,0,11.384
-0.16639,-0.18329,0.065744,0,0,10.846
-0.17128,-0.18352,0.066216,0,0,10.308
-0.17616,-0.18376,0.066689,0,0,9.7692
-0.18127,-0.18405,0.067258,0,0,9.2308
