-0.075,-0.125,0.50823,1.4141,-0.2311,0
-0.077427,-0.12767,0.50815,1.3842,-0.2291,0
-0.079855,-0.13035,0.50808,1.3542,-0.2271,0
-0.082282,-0.13302,0.50801,1.3243,-0.2251,0
-0.084709,-0.1357,0.50793,1.2943,-0.22309,0
-0.086905,-0.13805,0.50799,1.2787,-0.2233,0
-0.088908,-0.14014,0.50815,1.2748,-0.22533,0
-0.090911,-0.14224,0.50831,1.271,-0.22737,0
-0.092914,-0.14433,0.50848,1.2672,-0.22941,0
-0.094889,-0.14638,0.50864,1.2644,-0.23217,0
-0.096592,-0.14802,0.50873,1.2721,-0.24206,0
-0.098296,-0.14967,0.50883,1.2798,-0.25196,0
-0.099999,-0.15131,0.50893,1.2876,-0.26186,0
-0.1017,-0.15295,0.50903,1.2953,-0.27176,0
-0.10326,-0.15435,0.50915,1.2975,-0.27769,0
-0.10474,-0.15561,0.50928,1.2965,-0.28137,0
-0.10622,-0.15687,0.50941,1.2955,-0.28505,0
-0.1077,-0.15813,0.50953,1.2946,-0.28874,0
-0.10915,-0.15933,0.50966,1.2944,-0.29165,0
-0.11048,-0.16027,0.50977,1.2977,-0.29115,0
-0.11182,-0.16121,0.50989,1.3009,-0.29064,0
-0.11315,-0.16214,0.51,1.3042,-0.29014,0
-0.11448,-0.16308,0.51011,1.3074,-0.28963,0
-0.11575,-0.16381,0.51025,1.3145,-0.29183,0
-0.11701,-0.16445,0.51039,1.3229,-0.29502,0
-0.11826,-0.1651,0.51054,1.3314,-0.29821,0
-0.11951,-0.16575,0.51068,1.3399,-0.3014,0
-0.12075,-0.16632,0.5108,1.3469,-0.30424,0
-0.12199,-0.16671,0.51085,1.3504,-0.30615,0
-0.12323,-0.1671,0.5109,1.3538,-0.30806,0
-0.12446,-0.16748,0.51095,1.3572,-0.30997,0
-0.1257,-0.16787,0.511,1.3606,-0.31187,0
-0.12698,-0.1681,0.51105,1.3663,-0.31544,0
-0.12827,-0.16829,0.51111,1.3724,-0.31937,0
-0.12956,-0.16849,0.51116,1.3785,-0.3233,0
-0.13085,-0.16868,0.51122,1.3845,-0.32723,0
-0.13218,-0.1688,0.51123,1.3907,-0.33039,0
-0.1336,-0.16877,0.51117,1.3968,-0.33221,0
-0.13501,-0.16874,0.51111,1.403,-0.33403,0
-0.13643,-0.16871,0.51105,1.4092,-0.33585,0
-0.13784,-0.16868,0.51099,1.4154,-0.33767,0
-0.13944,-0.16844,0.51093,1.4187,-0.3338,0
-0.14106,-0.16818,0.51086,1.4218,-0.32939,0
-0.14268,-0.16793,0.5108,1.4248,-0.32498,0
-0.1443,-0.16767,0.51074,1.4279,-0.32057,0
-0.14605,-0.1673,0.51066,1.4302,-0.31772,0
-0.14796,-0.16681,0.51057,1.4315,-0.31669,0
-0.14986,-0.16631,0.51048,1.4328,-0.31566,0
-0.15177,-0.16582,0.51039,1.4341,-0.31464,0
-0.15367,-0.16532,0.5103,1.4354,-0.31364,0
-0.15591,-0.16461,0.51019,1.4353,-0.31782,0
-0.15815,-0.16391,0.51009,1.4351,-0.322,0
-0.16039,-0.1632,0.50998,1.4349,-0.32618,0
-0.16262,-0.1625,0.50987,1.4348,-0.33036,0
-0.16513,-0.16164,0.50973,1.4309,-0.32851,0
