COLUMNS: 
  time
  root_link:T:-X
  root_link:T:-Y
  root_link:T:Z
  root_link:R:-X:rad
  root_link:R:-Y:rad
  root_link:R:Z:rad
  l_hip_1:R:X:rad
  l_hip_2:R:-Z:rad
  l_upper_leg:R:Y:rad
  l_lower_leg:R:X:rad
  l_ankle_1:R:-X:rad
  l_ankle_2:R:-Z:rad
  r_hip_1:R:-X:rad
  r_hip_2:R:-Z:rad
  r_upper_leg:R:-Y:rad
  r_lower_leg:R:-X:rad
  r_ankle_1:R:X:rad
  r_ankle_2:R:-Z:rad
  torso_1:R:X:rad
  torso_2:R:-Z:rad
  chest:R:-Y:rad
  DATA:

6.139000e+00,	1.473996e-01,	3.586643e-02,	5.801226e-01,	-1.044083e-01,	3.686785e-01,	1.911858e-01,	7.963763e-01,	-8.894488e-02,	-1.555163e-01,	-7.372379e-01,	-3.073359e-01,	5.147920e-02,	8.178672e-01,	9.640145e-02,	1.515940e-01,	-6.036530e-01,	-1.514637e-01,	-5.600808e-02,	-3.810676e-01,	-3.421827e-02,	1.783086e-01
6.140000e+00,	1.475006e-01,	3.562994e-02,	5.801170e-01,	-1.042174e-01,	3.689490e-01,	1.911203e-01,	7.964950e-01,	-8.860135e-02,	-1.555869e-01,	-7.372090e-01,	-3.075103e-01,	5.095291e-02,	8.182714e-01,	9.610621e-02,	1.516441e-01,	-6.041617e-01,	-1.518864e-01,	-5.548470e-02,	-3.812965e-01,	-3.400700e-02,	1.782275e-01
6.141000e+00,	1.476009e-01,	3.539343e-02,	5.801115e-01,	-1.040259e-01,	3.692174e-01,	1.910551e-01,	7.966121e-01,	-8.825826e-02,	-1.556575e-01,	-7.371786e-01,	-3.076826e-01,	5.042669e-02,	8.186736e-01,	9.581132e-02,	1.516944e-01,	-6.046682e-01,	-1.523068e-01,	-5.496136e-02,	-3.815234e-01,	-3.379555e-02,	1.781467e-01
6.142000e+00,	1.477020e-01,	3.515594e-02,	5.801061e-01,	-1.038334e-01,	3.694867e-01,	1.909896e-01,	7.967276e-01,	-8.791367e-02,	-1.557284e-01,	-7.371459e-01,	-3.078555e-01,	4.989834e-02,	8.190753e-01,	9.551514e-02,	1.517452e-01,	-6.051748e-01,	-1.527289e-01,	-5.443584e-02,	-3.817510e-01,	-3.358303e-02,	1.780658e-01
6.143000e+00,	1.478023e-01,	3.491910e-02,	5.801006e-01,	-1.036411e-01,	3.697538e-01,	1.909246e-01,	7.968413e-01,	-8.757035e-02,	-1.557992e-01,	-7.371121e-01,	-3.080264e-01,	4.937151e-02,	8.194740e-01,	9.522002e-02,	1.517962e-01,	-6.056781e-01,	-1.531483e-01,	-5.391180e-02,	-3.819766e-01,	-3.337094e-02,	1.779853e-01
6.144000e+00,	1.479034e-01,	3.468150e-02,	5.800952e-01,	-1.034480e-01,	3.700217e-01,	1.908594e-01,	7.969533e-01,	-8.722581e-02,	-1.558703e-01,	-7.370760e-01,	-3.081978e-01,	4.884303e-02,	8.198720e-01,	9.492384e-02,	1.518475e-01,	-6.061813e-01,	-1.535692e-01,	-5.338605e-02,	-3.822027e-01,	-3.315798e-02,	1.779047e-01
6.145000e+00,	1.480038e-01,	3.444461e-02,	5.800898e-01,	-1.032550e-01,	3.702874e-01,	1.907946e-01,	7.970635e-01,	-8.688262e-02,	-1.559412e-01,	-7.370387e-01,	-3.083673e-01,	4.831623e-02,	8.202669e-01,	9.462880e-02,	1.518990e-01,	-6.066810e-01,	-1.539872e-01,	-5.286193e-02,	-3.824268e-01,	-3.294551e-02,	1.778247e-01
6.146000e+00,	1.481049e-01,	3.420698e-02,	5.800844e-01,	-1.030613e-01,	3.705538e-01,	1.907297e-01,	7.971718e-01,	-8.653823e-02,	-1.560124e-01,	-7.369992e-01,	-3.085374e-01,	4.778783e-02,	8.206610e-01,	9.433273e-02,	1.519509e-01,	-6.071805e-01,	-1.544068e-01,	-5.233616e-02,	-3.826515e-01,	-3.273219e-02,	1.777444e-01
6.147000e+00,	1.482063e-01,	3.396910e-02,	5.800791e-01,	-1.028671e-01,	3.708201e-01,	1.906649e-01,	7.972785e-01,	-8.619351e-02,	-1.560837e-01,	-7.369579e-01,	-3.087072e-01,	4.725894e-02,	8.210535e-01,	9.403636e-02,	1.520031e-01,	-6.076788e-01,	-1.548265e-01,	-5.180985e-02,	-3.828760e-01,	-3.251848e-02,	1.776643e-01
6.148000e+00,	1.483078e-01,	3.373115e-02,	5.800738e-01,	-1.026726e-01,	3.710858e-01,	1.906002e-01,	7.973834e-01,	-8.584874e-02,	-1.561550e-01,	-7.369150e-01,	-3.088764e-01,	4.672993e-02,	8.214443e-01,	9.373993e-02,	1.520556e-01,	-6.081756e-01,	-1.552458e-01,	-5.128337e-02,	-3.831000e-01,	-3.230454e-02,	1.775843e-01
6.149000e+00,	1.484083e-01,	3.349316e-02,	5.800685e-01,	-1.024776e-01,	3.713491e-01,	1.905357e-01,	7.974869e-01,	-8.550448e-02,	-1.562264e-01,	-7.368705e-01,	-3.090432e-01,	4.620097e-02,	8.218330e-01,	9.344391e-02,	1.521084e-01,	-6.086699e-01,	-1.556622e-01,	-5.075690e-02,	-3.833215e-01,	-3.209041e-02,	1.775047e-01
6.150000e+00,	1.485096e-01,	3.325515e-02,	5.800632e-01,	-1.022824e-01,	3.716128e-01,	1.904712e-01,	7.975883e-01,	-8.515997e-02,	-1.562978e-01,	-7.368241e-01,	-3.092105e-01,	4.567199e-02,	8.222198e-01,	9.314766e-02,	1.521614e-01,	-6.091627e-01,	-1.560795e-01,	-5.023036e-02,	-3.835435e-01,	-3.187609e-02,	1.774251e-01
6.151000e+00,	1.486110e-01,	3.301617e-02,	5.800580e-01,	-1.020861e-01,	3.718764e-01,	1.904067e-01,	7.976882e-01,	-8.481422e-02,	-1.563696e-01,	-7.367755e-01,	-3.093773e-01,	4.514092e-02,	8.226061e-01,	9.285033e-02,	1.522149e-01,	-6.096554e-01,	-1.564973e-01,	-4.970169e-02,	-3.837652e-01,	-3.166071e-02,	1.773454e-01
6.152000e+00,	1.487126e-01,	3.277783e-02,	5.800528e-01,	-1.018901e-01,	3.721393e-01,	1.903424e-01,	7.977862e-01,	-8.446932e-02,	-1.564412e-01,	-7.367256e-01,	-3.095437e-01,	4.461134e-02,	8.229896e-01,	9.255373e-02,	1.522686e-01,	-6.101454e-01,	-1.569143e-01,	-4.917443e-02,	-3.839863e-01,	-3.144577e-02,	1.772660e-01
6.153000e+00,	1.488142e-01,	3.253970e-02,	5.800476e-01,	-1.016941e-01,	3.724015e-01,	1.902783e-01,	7.978823e-01,	-8.412475e-02,	-1.565128e-01,	-7.366739e-01,	-3.097095e-01,	4.408227e-02,	8.233710e-01,	9.225739e-02,	1.523224e-01,	-6.106333e-01,	-1.573304e-01,	-4.864764e-02,	-3.842068e-01,	-3.123086e-02,	1.771869e-01
6.154000e+00,	1.489158e-01,	3.230067e-02,	5.800424e-01,	-1.014969e-01,	3.726632e-01,	1.902142e-01,	7.979768e-01,	-8.377914e-02,	-1.565846e-01,	-7.366202e-01,	-3.098744e-01,	4.355129e-02,	8.237515e-01,	9.196014e-02,	1.523767e-01,	-6.111207e-01,	-1.577466e-01,	-4.811889e-02,	-3.844265e-01,	-3.101495e-02,	1.771078e-01
6.155000e+00,	1.490175e-01,	3.206133e-02,	5.800373e-01,	-1.012992e-01,	3.729243e-01,	1.901501e-01,	7.980698e-01,	-8.343323e-02,	-1.566566e-01,	-7.365647e-01,	-3.100385e-01,	4.301970e-02,	8.241305e-01,	9.166261e-02,	1.524313e-01,	-6.116068e-01,	-1.581623e-01,	-4.758950e-02,	-3.846457e-01,	-3.079861e-02,	1.770287e-01
6.156000e+00,	1.491191e-01,	3.182286e-02,	5.800322e-01,	-1.011020e-01,	3.731845e-01,	1.900863e-01,	7.981607e-01,	-8.308848e-02,	-1.567284e-01,	-7.365078e-01,	-3.102022e-01,	4.249009e-02,	8.245065e-01,	9.136607e-02,	1.524859e-01,	-6.120897e-01,	-1.585768e-01,	-4.706201e-02,	-3.848640e-01,	-3.058291e-02,	1.769500e-01
6.157000e+00,	1.492208e-01,	3.158370e-02,	5.800271e-01,	-1.009039e-01,	3.734440e-01,	1.900225e-01,	7.982499e-01,	-8.274295e-02,	-1.568004e-01,	-7.364488e-01,	-3.103649e-01,	4.195903e-02,	8.248813e-01,	9.106884e-02,	1.525410e-01,	-6.125718e-01,	-1.589910e-01,	-4.653303e-02,	-3.850817e-01,	-3.036641e-02,	1.768714e-01
6.158000e+00,	1.493235e-01,	3.134431e-02,	5.800221e-01,	-1.007056e-01,	3.737047e-01,	1.899587e-01,	7.983372e-01,	-8.239674e-02,	-1.568725e-01,	-7.363878e-01,	-3.105288e-01,	4.142747e-02,	8.252548e-01,	9.077102e-02,	1.525964e-01,	-6.130531e-01,	-1.594070e-01,	-4.600349e-02,	-3.853004e-01,	-3.014955e-02,	1.767927e-01
6.159000e+00,	1.494255e-01,	3.110485e-02,	5.800171e-01,	-1.005068e-01,	3.739636e-01,	1.898951e-01,	7.984230e-01,	-8.205083e-02,	-1.569446e-01,	-7.363253e-01,	-3.106908e-01,	4.089585e-02,	8.256264e-01,	9.047343e-02,	1.526520e-01,	-6.135324e-01,	-1.598210e-01,	-4.547384e-02,	-3.855173e-01,	-2.993246e-02,	1.767143e-01
6.160000e+00,	1.495274e-01,	3.086535e-02,	5.800121e-01,	-1.003076e-01,	3.742213e-01,	1.898316e-01,	7.985071e-01,	-8.170507e-02,	-1.570168e-01,	-7.362611e-01,	-3.108516e-01,	4.036425e-02,	8.259960e-01,	9.017595e-02,	1.527079e-01,	-6.140096e-01,	-1.602338e-01,	-4.494416e-02,	-3.857331e-01,	-2.971519e-02,	1.766361e-01
6.161000e+00,	1.496292e-01,	3.062487e-02,	5.800071e-01,	-1.001072e-01,	3.744783e-01,	1.897680e-01,	7.985896e-01,	-8.135819e-02,	-1.570893e-01,	-7.361948e-01,	-3.110113e-01,	3.983055e-02,	8.263648e-01,	8.987749e-02,	1.527643e-01,	-6.144865e-01,	-1.606464e-01,	-4.441235e-02,	-3.859480e-01,	-2.949685e-02,	1.765579e-01
6.162000e+00,	1.497319e-01,	3.038503e-02,	5.800021e-01,	-9.990739e-02,	3.747363e-01,	1.897047e-01,	7.986699e-01,	-8.101172e-02,	-1.571617e-01,	-7.361267e-01,	-3.111723e-01,	3.929827e-02,	8.267311e-01,	8.957938e-02,	1.528207e-01,	-6.149612e-01,	-1.610601e-01,	-4.388188e-02,	-3.861640e-01,	-2.927895e-02,	1.764798e-01
6.163000e+00,	1.498340e-01,	3.014541e-02,	5.799972e-01,	-9.970736e-02,	3.749923e-01,	1.896415e-01,	7.987486e-01,	-8.066590e-02,	-1.572339e-01,	-7.360572e-01,	-3.113314e-01,	3.876656e-02,	8.270952e-01,	8.928181e-02,	1.528774e-01,	-6.154334e-01,	-1.614716e-01,	-4.335193e-02,	-3.863780e-01,	-2.906110e-02,	1.764020e-01
6.164000e+00,	1.499360e-01,	2.990487e-02,	5.799923e-01,	-9.950609e-02,	3.752474e-01,	1.895783e-01,	7.988258e-01,	-8.031914e-02,	-1.573065e-01,	-7.359856e-01,	-3.114891e-01,	3.823294e-02,	8.274583e-01,	8.898340e-02,	1.529345e-01,	-6.159049e-01,	-1.618824e-01,	-4.282004e-02,	-3.865910e-01,	-2.884225e-02,	1.763243e-01
6.165000e+00,	1.500388e-01,	2.966403e-02,	5.799875e-01,	-9.930453e-02,	3.755034e-01,	1.895151e-01,	7.989010e-01,	-7.997163e-02,	-1.573792e-01,	-7.359118e-01,	-3.116478e-01,	3.769867e-02,	8.278200e-01,	8.868434e-02,	1.529919e-01,	-6.163756e-01,	-1.622949e-01,	-4.228743e-02,	-3.868049e-01,	-2.862297e-02,	1.762466e-01
6.166000e+00,	1.501410e-01,	2.942406e-02,	5.799826e-01,	-9.910338e-02,	3.757574e-01,	1.894523e-01,	7.989745e-01,	-7.962560e-02,	-1.574517e-01,	-7.358370e-01,	-3.118047e-01,	3.716642e-02,	8.281788e-01,	8.838654e-02,	1.530494e-01,	-6.168429e-01,	-1.627046e-01,	-4.175678e-02,	-3.870168e-01,	-2.840435e-02,	1.761693e-01
6.167000e+00,	1.502439e-01,	2.918340e-02,	5.799778e-01,	-9.890150e-02,	3.760121e-01,	1.893894e-01,	7.990461e-01,	-7.927842e-02,	-1.575243e-01,	-7.357598e-01,	-3.119621e-01,	3.663267e-02,	8.285364e-01,	8.808773e-02,	1.531072e-01,	-6.173097e-01,	-1.631158e-01,	-4.122458e-02,	-3.872294e-01,	-2.818493e-02,	1.760919e-01
6.168000e+00,	1.503462e-01,	2.894251e-02,	5.799730e-01,	-9.869893e-02,	3.762648e-01,	1.893266e-01,	7.991162e-01,	-7.893137e-02,	-1.575971e-01,	-7.356811e-01,	-3.121173e-01,	3.609854e-02,	8.288924e-01,	8.778901e-02,	1.531654e-01,	-6.177747e-01,	-1.635249e-01,	-4.069195e-02,	-3.874400e-01,	-2.796516e-02,	1.760148e-01
6.169000e+00,	1.504492e-01,	2.870154e-02,	5.799682e-01,	-9.849624e-02,	3.765182e-01,	1.892639e-01,	7.991843e-01,	-7.858394e-02,	-1.576699e-01,	-7.356003e-01,	-3.122732e-01,	3.556425e-02,	8.292466e-01,	8.748995e-02,	1.532238e-01,	-6.182384e-01,	-1.639350e-01,	-4.015911e-02,	-3.876513e-01,	-2.774516e-02,	1.759376e-01
6.170000e+00,	1.505514e-01,	2.846055e-02,	5.799635e-01,	-9.829305e-02,	3.767696e-01,	1.892013e-01,	7.992509e-01,	-7.823689e-02,	-1.577427e-01,	-7.355180e-01,	-3.124271e-01,	3.503001e-02,	8.295989e-01,	8.719119e-02,	1.532825e-01,	-6.186998e-01,	-1.643428e-01,	-3.962627e-02,	-3.878605e-01,	-2.752498e-02,	1.758608e-01
6.171000e+00,	1.506545e-01,	2.821953e-02,	5.799588e-01,	-9.808979e-02,	3.770215e-01,	1.891388e-01,	7.993154e-01,	-7.788953e-02,	-1.578155e-01,	-7.354336e-01,	-3.125815e-01,	3.449576e-02,	8.299493e-01,	8.689216e-02,	1.533414e-01,	-6.191599e-01,	-1.647516e-01,	-3.909335e-02,	-3.880703e-01,	-2.730465e-02,	1.757841e-01
6.172000e+00,	1.507578e-01,	2.797851e-02,	5.799541e-01,	-9.788636e-02,	3.772732e-01,	1.890764e-01,	7.993781e-01,	-7.754210e-02,	-1.578884e-01,	-7.353475e-01,	-3.127357e-01,	3.396155e-02,	8.302979e-01,	8.659306e-02,	1.534005e-01,	-6.196184e-01,	-1.651604e-01,	-3.856042e-02,	-3.882798e-01,	-2.708416e-02,	1.757074e-01
6.173000e+00,	1.508602e-01,	2.773749e-02,	5.799495e-01,	-9.768240e-02,	3.775225e-01,	1.890143e-01,	7.994394e-01,	-7.719517e-02,	-1.579612e-01,	-7.352599e-01,	-3.128875e-01,	3.342744e-02,	8.306444e-01,	8.629436e-02,	1.534599e-01,	-6.200745e-01,	-1.655665e-01,	-3.802755e-02,	-3.884870e-01,	-2.686353e-02,	1.756311e-01
6.174000e+00,	1.509633e-01,	2.749548e-02,	5.799448e-01,	-9.747741e-02,	3.777726e-01,	1.889519e-01,	7.994987e-01,	-7.684675e-02,	-1.580344e-01,	-7.351698e-01,	-3.130396e-01,	3.289123e-02,	8.309902e-01,	8.599437e-02,	1.535197e-01,	-6.205306e-01,	-1.659740e-01,	-3.749251e-02,	-3.886948e-01,	-2.664183e-02,	1.755547e-01
6.175000e+00,	1.510667e-01,	2.725413e-02,	5.799402e-01,	-9.727288e-02,	3.780222e-01,	1.888898e-01,	7.995562e-01,	-7.649909e-02,	-1.581074e-01,	-7.350783e-01,	-3.131916e-01,	3.235648e-02,	8.313334e-01,	8.569501e-02,	1.535796e-01,	-6.209841e-01,	-1.663811e-01,	-3.695888e-02,	-3.889022e-01,	-2.642060e-02,	1.754785e-01
6.176000e+00,	1.511691e-01,	2.701201e-02,	5.799357e-01,	-9.706709e-02,	3.782696e-01,	1.888278e-01,	7.996123e-01,	-7.615098e-02,	-1.581806e-01,	-7.349849e-01,	-3.133410e-01,	3.182020e-02,	8.316755e-01,	8.539524e-02,	1.536400e-01,	-6.214363e-01,	-1.667859e-01,	-3.642367e-02,	-3.891074e-01,	-2.619852e-02,	1.754025e-01
6.177000e+00,	1.512723e-01,	2.677060e-02,	5.799311e-01,	-9.686194e-02,	3.785174e-01,	1.887660e-01,	7.996662e-01,	-7.580348e-02,	-1.582536e-01,	-7.348898e-01,	-3.134910e-01,	3.128550e-02,	8.320149e-01,	8.509599e-02,	1.537003e-01,	-6.218861e-01,	-1.671911e-01,	-3.588998e-02,	-3.893130e-01,	-2.597695e-02,	1.753267e-01
6.178000e+00,	1.513757e-01,	2.652846e-02,	5.799266e-01,	-9.665588e-02,	3.787650e-01,	1.887041e-01,	7.997184e-01,	-7.545502e-02,	-1.583268e-01,	-7.347926e-01,	-3.136406e-01,	3.074924e-02,	8.323532e-01,	8.479589e-02,	1.537611e-01,	-6.223352e-01,	-1.675967e-01,	-3.535467e-02,	-3.895183e-01,	-2.575456e-02,	1.752509e-01
6.179000e+00,	1.514792e-01,	2.628607e-02,	5.799221e-01,	-9.644935e-02,	3.790121e-01,	1.886423e-01,	7.997689e-01,	-7.510627e-02,	-1.584001e-01,	-7.346934e-01,	-3.137896e-01,	3.021251e-02,	8.326900e-01,	8.449553e-02,	1.538222e-01,	-6.227829e-01,	-1.680019e-01,	-3.481885e-02,	-3.897231e-01,	-2.553180e-02,	1.751751e-01
6.180000e+00,	1.515828e-01,	2.604457e-02,	5.799176e-01,	-9.624348e-02,	3.792584e-01,	1.885808e-01,	7.998175e-01,	-7.475866e-02,	-1.584732e-01,	-7.345930e-01,	-3.139381e-01,	2.967779e-02,	8.330239e-01,	8.419613e-02,	1.538833e-01,	-6.232277e-01,	-1.684060e-01,	-3.428496e-02,	-3.899272e-01,	-2.530974e-02,	1.750998e-01
6.181000e+00,	1.516863e-01,	2.580238e-02,	5.799132e-01,	-9.603667e-02,	3.795041e-01,	1.885193e-01,	7.998643e-01,	-7.441026e-02,	-1.585464e-01,	-7.344904e-01,	-3.140857e-01,	2.914165e-02,	8.333566e-01,	8.389603e-02,	1.539448e-01,	-6.236715e-01,	-1.688099e-01,	-3.374960e-02,	-3.901307e-01,	-2.508689e-02,	1.750244e-01
6.182000e+00,	1.517899e-01,	2.555997e-02,	5.799088e-01,	-9.582939e-02,	3.797491e-01,	1.884578e-01,	7.999095e-01,	-7.406162e-02,	-1.586198e-01,	-7.343860e-01,	-3.142325e-01,	2.860507e-02,	8.336876e-01,	8.359572e-02,	1.540065e-01,	-6.241138e-01,	-1.692133e-01,	-3.321375e-02,	-3.903334e-01,	-2.486369e-02,	1.749492e-01
6.183000e+00,	1.518936e-01,	2.531748e-02,	5.799044e-01,	-9.562178e-02,	3.799934e-01,	1.883965e-01,	7.999528e-01,	-7.371294e-02,	-1.586931e-01,	-7.342797e-01,	-3.143785e-01,	2.806839e-02,	8.340169e-01,	8.329534e-02,	1.540685e-01,	-6.245545e-01,	-1.696161e-01,	-3.267775e-02,	-3.905354e-01,	-2.464028e-02,	1.748741e-01
6.184000e+00,	1.519972e-01,	2.507495e-02,	5.799000e-01,	-9.541391e-02,	3.802370e-01,	1.883352e-01,	7.999944e-01,	-7.336427e-02,	-1.587664e-01,	-7.341716e-01,	-3.145239e-01,	2.753171e-02,	8.343443e-01,	8.299496e-02,	1.541308e-01,	-6.249933e-01,	-1.700183e-01,	-3.214169e-02,	-3.907368e-01,	-2.441671e-02,	1.747992e-01
6.185000e+00,	1.521009e-01,	2.483242e-02,	5.798957e-01,	-9.520577e-02,	3.804799e-01,	1.882741e-01,	8.000342e-01,	-7.301564e-02,	-1.588398e-01,	-7.340618e-01,	-3.146684e-01,	2.699508e-02,	8.346697e-01,	8.269459e-02,	1.541932e-01,	-6.254304e-01,	-1.704198e-01,	-3.160561e-02,	-3.909374e-01,	-2.419298e-02,	1.747245e-01
6.186000e+00,	1.522045e-01,	2.458890e-02,	5.798914e-01,	-9.499641e-02,	3.807223e-01,	1.882129e-01,	8.000724e-01,	-7.266584e-02,	-1.589134e-01,	-7.339497e-01,	-3.148120e-01,	2.645637e-02,	8.349943e-01,	8.239319e-02,	1.542562e-01,	-6.258670e-01,	-1.708212e-01,	-3.106742e-02,	-3.911373e-01,	-2.396821e-02,	1.746497e-01
6.187000e+00,	1.523082e-01,	2.434603e-02,	5.798871e-01,	-9.478747e-02,	3.809639e-01,	1.881520e-01,	8.001087e-01,	-7.231689e-02,	-1.589869e-01,	-7.338361e-01,	-3.149550e-01,	2.591915e-02,	8.353164e-01,	8.209251e-02,	1.543191e-01,	-6.263009e-01,	-1.712216e-01,	-3.053064e-02,	-3.913365e-01,	-2.374390e-02,	1.745753e-01
6.188000e+00,	1.524119e-01,	2.410337e-02,	5.798828e-01,	-9.457848e-02,	3.812047e-01,	1.880912e-01,	8.001432e-01,	-7.196823e-02,	-1.590602e-01,	-7.337208e-01,	-3.150973e-01,	2.538244e-02,	8.356363e-01,	8.179207e-02,	1.543823e-01,	-6.267327e-01,	-1.716212e-01,	-2.999433e-02,	-3.915350e-01,	-2.351966e-02,	1.745010e-01
6.189000e+00,	1.525157e-01,	2.385980e-02,	5.798786e-01,	-9.436835e-02,	3.814449e-01,	1.880303e-01,	8.001760e-01,	-7.161851e-02,	-1.591339e-01,	-7.336033e-01,	-3.152386e-01,	2.484383e-02,	8.359552e-01,	8.149068e-02,	1.544459e-01,	-6.271638e-01,	-1.720207e-01,	-2.945606e-02,	-3.917328e-01,	-2.329443e-02,	1.744267e-01
6.190000e+00,	1.526194e-01,	2.361690e-02,	5.798744e-01,	-9.415865e-02,	3.816843e-01,	1.879697e-01,	8.002069e-01,	-7.126965e-02,	-1.592073e-01,	-7.334844e-01,	-3.153794e-01,	2.430675e-02,	8.362716e-01,	8.119003e-02,	1.545095e-01,	-6.275923e-01,	-1.724192e-01,	-2.891926e-02,	-3.919299e-01,	-2.306970e-02,	1.743528e-01
6.191000e+00,	1.527232e-01,	2.337324e-02,	5.798702e-01,	-9.394795e-02,	3.819231e-01,	1.879091e-01,	8.002361e-01,	-7.091991e-02,	-1.592809e-01,	-7.333632e-01,	-3.155192e-01,	2.376809e-02,	8.365868e-01,	8.088859e-02,	1.545735e-01,	-6.280200e-01,	-1.728175e-01,	-2.838082e-02,	-3.921263e-01,	-2.284413e-02,	1.742788e-01
6.192000e+00,	1.528270e-01,	2.313030e-02,	5.798661e-01,	-9.373774e-02,	3.821611e-01,	1.878487e-01,	8.002635e-01,	-7.057109e-02,	-1.593544e-01,	-7.332406e-01,	-3.156585e-01,	2.323108e-02,	8.368993e-01,	8.058794e-02,	1.546376e-01,	-6.284449e-01,	-1.732146e-01,	-2.784397e-02,	-3.923220e-01,	-2.261910e-02,	1.742052e-01
6.193000e+00,	1.529308e-01,	2.288663e-02,	5.798620e-01,	-9.352654e-02,	3.823985e-01,	1.877883e-01,	8.002892e-01,	-7.022140e-02,	-1.594280e-01,	-7.331158e-01,	-3.157968e-01,	2.269252e-02,	8.372107e-01,	8.028651e-02,	1.547021e-01,	-6.288689e-01,	-1.736116e-01,	-2.730552e-02,	-3.925169e-01,	-2.239325e-02,	1.741316e-01
6.194000e+00,	1.530356e-01,	2.264270e-02,	5.798579e-01,	-9.331515e-02,	3.826369e-01,	1.877279e-01,	8.003127e-01,	-6.987097e-02,	-1.595017e-01,	-7.329888e-01,	-3.159361e-01,	2.215343e-02,	8.375206e-01,	7.998444e-02,	1.547668e-01,	-6.292921e-01,	-1.740103e-01,	-2.676648e-02,	-3.927130e-01,	-2.216704e-02,	1.740579e-01
6.195000e+00,	1.531398e-01,	2.239967e-02,	5.798538e-01,	-9.310426e-02,	3.828734e-01,	1.876678e-01,	8.003347e-01,	-6.952199e-02,	-1.595751e-01,	-7.328608e-01,	-3.160738e-01,	2.161640e-02,	8.378277e-01,	7.968360e-02,	1.548315e-01,	-6.297120e-01,	-1.744064e-01,	-2.622943e-02,	-3.929072e-01,	-2.194155e-02,	1.739847e-01
6.196000e+00,	1.532437e-01,	2.215595e-02,	5.798498e-01,	-9.289236e-02,	3.831089e-01,	1.876078e-01,	8.003550e-01,	-6.917232e-02,	-1.596487e-01,	-7.327306e-01,	-3.162101e-01,	2.107796e-02,	8.381336e-01,	7.938213e-02,	1.548966e-01,	-6.301308e-01,	-1.748017e-01,	-2.569092e-02,	-3.931003e-01,	-2.171528e-02,	1.739116e-01
6.197000e+00,	1.533476e-01,	2.191201e-02,	5.798457e-01,	-9.267997e-02,	3.833436e-01,	1.875478e-01,	8.003736e-01,	-6.882243e-02,	-1.597223e-01,	-7.325985e-01,	-3.163454e-01,	2.053909e-02,	8.384377e-01,	7.908045e-02,	1.549620e-01,	-6.305480e-01,	-1.751963e-01,	-2.515193e-02,	-3.932925e-01,	-2.148866e-02,	1.738386e-01
6.198000e+00,	1.534526e-01,	2.166798e-02,	5.798418e-01,	-9.246755e-02,	3.835792e-01,	1.874878e-01,	8.003900e-01,	-6.847201e-02,	-1.597960e-01,	-7.324642e-01,	-3.164817e-01,	2.000007e-02,	8.387401e-01,	7.877832e-02,	1.550276e-01,	-6.309641e-01,	-1.755925e-01,	-2.461272e-02,	-3.934857e-01,	-2.126185e-02,	1.737656e-01
6.199000e+00,	1.535568e-01,	2.142392e-02,	5.798378e-01,	-9.225469e-02,	3.838130e-01,	1.874280e-01,	8.004049e-01,	-6.812192e-02,	-1.598696e-01,	-7.323284e-01,	-3.166160e-01,	1.946109e-02,	8.390407e-01,	7.847643e-02,	1.550934e-01,	-6.313780e-01,	-1.759865e-01,	-2.407350e-02,	-3.936771e-01,	-2.103489e-02,	1.736928e-01
6.200000e+00,	1.536608e-01,	2.117986e-02,	5.798339e-01,	-9.204151e-02,	3.840457e-01,	1.873683e-01,	8.004181e-01,	-6.777194e-02,	-1.599432e-01,	-7.321909e-01,	-3.167492e-01,	1.892217e-02,	8.393393e-01,	7.817463e-02,	1.551594e-01,	-6.317901e-01,	-1.763795e-01,	-2.353428e-02,	-3.938674e-01,	-2.080779e-02,	1.736203e-01
6.201000e+00,	1.537658e-01,	2.093578e-02,	5.798300e-01,	-9.182836e-02,	3.842793e-01,	1.873087e-01,	8.004292e-01,	-6.742155e-02,	-1.600168e-01,	-7.320511e-01,	-3.168833e-01,	1.838325e-02,	8.396361e-01,	7.787246e-02,	1.552256e-01,	-6.322008e-01,	-1.767738e-01,	-2.299499e-02,	-3.940586e-01,	-2.058056e-02,	1.735478e-01
6.202000e+00,	1.538701e-01,	2.069072e-02,	5.798261e-01,	-9.161380e-02,	3.845111e-01,	1.872490e-01,	8.004388e-01,	-6.707032e-02,	-1.600907e-01,	-7.319093e-01,	-3.170151e-01,	1.784231e-02,	8.399319e-01,	7.756953e-02,	1.552923e-01,	-6.326106e-01,	-1.771665e-01,	-2.245364e-02,	-3.942479e-01,	-2.035230e-02,	1.734753e-01
6.203000e+00,	1.539743e-01,	2.044631e-02,	5.798222e-01,	-9.139961e-02,	3.847418e-01,	1.871896e-01,	8.004468e-01,	-6.672002e-02,	-1.601644e-01,	-7.317662e-01,	-3.171459e-01,	1.730287e-02,	8.402252e-01,	7.726739e-02,	1.553590e-01,	-6.330177e-01,	-1.775577e-01,	-2.191372e-02,	-3.944360e-01,	-2.012451e-02,	1.734032e-01
6.204000e+00,	1.540793e-01,	2.020211e-02,	5.798184e-01,	-9.118565e-02,	3.849732e-01,	1.871302e-01,	8.004525e-01,	-6.636956e-02,	-1.602380e-01,	-7.316209e-01,	-3.172777e-01,	1.676389e-02,	8.405165e-01,	7.696511e-02,	1.554259e-01,	-6.334232e-01,	-1.779501e-01,	-2.137420e-02,	-3.946251e-01,	-1.989680e-02,	1.733311e-01
